Gene_Symbol	type	file
Erk1	Kinase	Kincat_Hsap.08.02.txt
Erk4	Kinase	Kincat_Hsap.08.02.txt
Erk3	Kinase	Kincat_Hsap.08.02.txt
Erk5	Kinase	Kincat_Hsap.08.02.txt
Erk7	Kinase	Kincat_Hsap.08.02.txt
JNK1	Kinase	Kincat_Hsap.08.02.txt
JNK2	Kinase	Kincat_Hsap.08.02.txt
JNK3	Kinase	Kincat_Hsap.08.02.txt
NLK	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
p38a	Kinase	Kincat_Hsap.08.02.txt
p38b	Kinase	Kincat_Hsap.08.02.txt
p38d	Kinase	Kincat_Hsap.08.02.txt
p38g	Kinase	Kincat_Hsap.08.02.txt
MAK	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
MOK	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
ICK	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
SRPK1	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
SRPK2	Kinase, Oncogene	Kincat_Hsap.08.02.txt, allOnco_Feb2017.tsv, PfamKinase
MSSK1	Kinase	Kincat_Hsap.08.02.txt
AurA	Kinase	Kincat_Hsap.08.02.txt
AurC	Kinase	Kincat_Hsap.08.02.txt
AurB	Kinase	Kincat_Hsap.08.02.txt
BUB1	Kinase, Oncogene	Kincat_Hsap.08.02.txt, allOnco_Feb2017.tsv, PfamKinase
BUBR1	Kinase	Kincat_Hsap.08.02.txt
PRPK	Kinase	Kincat_Hsap.08.02.txt
CaMKK2	Kinase	Kincat_Hsap.08.02.txt
CaMKK1	Kinase	Kincat_Hsap.08.02.txt
CDC7	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
Haspin	Kinase	Kincat_Hsap.08.02.txt
IKKa	Kinase	Kincat_Hsap.08.02.txt
IKKb	Kinase	Kincat_Hsap.08.02.txt
IKKe	Kinase	Kincat_Hsap.08.02.txt
TBK1	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
IRE1	Kinase	Kincat_Hsap.08.02.txt
IRE2	Kinase	Kincat_Hsap.08.02.txt
KIS	Kinase	Kincat_Hsap.08.02.txt
MOS	Kinase, Oncogene	Kincat_Hsap.08.02.txt, allOnco_Feb2017.tsv, PfamKinase
AAK1	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
BIKE	Kinase	Kincat_Hsap.08.02.txt
GAK	Kinase, Oncogene	Kincat_Hsap.08.02.txt, allOnco_Feb2017.tsv, PfamKinase
MPSK1	Kinase	Kincat_Hsap.08.02.txt
NEK1	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
NEK3	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
NEK5	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
NEK10	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
NEK11	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
NEK2	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
NEK4	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
NEK6	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
NEK7	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
NEK9	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
NEK8	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
SBK	Kinase	Kincat_Hsap.08.02.txt
SgK069	Kinase	Kincat_Hsap.08.02.txt
SgK110	Kinase	Kincat_Hsap.08.02.txt
PINK1	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
SgK269	Kinase	Kincat_Hsap.08.02.txt
SgK223	Kinase	Kincat_Hsap.08.02.txt
CLIK1	Kinase	Kincat_Hsap.08.02.txt
CLIK1L	Kinase	Kincat_Hsap.08.02.txt
SgK307	Kinase	Kincat_Hsap.08.02.txt
SgK424	Kinase	Kincat_Hsap.08.02.txt
NRBP1	Kinase, TumorSuppressorGene	Kincat_Hsap.08.02.txt, TumorSuppressorGene.txt, PfamKinase
NRBP2	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
RNAseL	Kinase	Kincat_Hsap.08.02.txt
SgK396	Kinase	Kincat_Hsap.08.02.txt
SgK196	Kinase	Kincat_Hsap.08.02.txt
GCN2	Kinase	Kincat_Hsap.08.02.txt
HRI	Kinase	Kincat_Hsap.08.02.txt
PEK	Kinase	Kincat_Hsap.08.02.txt
PKR	Kinase	Kincat_Hsap.08.02.txt
PLK1	Kinase, TumorSuppressorGene, Oncogene	Kincat_Hsap.08.02.txt, TumorSuppressorGene.txt, allOnco_Feb2017.tsv, PfamKinase
PLK3	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
PLK2	Kinase, TumorSuppressorGene	Kincat_Hsap.08.02.txt, TumorSuppressorGene.txt, PfamKinase
PLK4	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
SCYL2	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
SCYL3	Kinase	Kincat_Hsap.08.02.txt
SCYL1	Kinase, TumorSuppressorGene, Oncogene	Kincat_Hsap.08.02.txt, TumorSuppressorGene.txt, allOnco_Feb2017.tsv, PfamKinase
SgK071	Kinase	Kincat_Hsap.08.02.txt
SgK493	Kinase	Kincat_Hsap.08.02.txt
SgK496	Kinase	Kincat_Hsap.08.02.txt
Slob	Kinase	Kincat_Hsap.08.02.txt
TBCK	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
TLK1	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
TLK2	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
PBK	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
TTK	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
Fused	Kinase	Kincat_Hsap.08.02.txt
ULK1	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
ULK2	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
ULK3	Kinase	Kincat_Hsap.08.02.txt
ULK4	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
PIK3R4	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
Wee1	Kinase	Kincat_Hsap.08.02.txt
MYT1	Kinase, TranscriptionFactor	Kincat_Hsap.08.02.txt, addTF_JL.tsv
Wee1B	Kinase	Kincat_Hsap.08.02.txt
Wnk1	Kinase	Kincat_Hsap.08.02.txt
Wnk4	Kinase	Kincat_Hsap.08.02.txt
Wnk3	Kinase	Kincat_Hsap.08.02.txt
Wnk2	Kinase	Kincat_Hsap.08.02.txt
HSER	Kinase	Kincat_Hsap.08.02.txt
CYGF	Kinase	Kincat_Hsap.08.02.txt
CYGD	Kinase	Kincat_Hsap.08.02.txt
ANPa	Kinase	Kincat_Hsap.08.02.txt
ANPb	Kinase	Kincat_Hsap.08.02.txt
MAP3K5	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
MAP3K6	Kinase, Oncogene	Kincat_Hsap.08.02.txt, allOnco_Feb2017.tsv, PfamKinase
MAP3K7	Kinase, Oncogene	Kincat_Hsap.08.02.txt, allOnco_Feb2017.tsv, PfamKinase
MAP3K1	Kinase, CosmicCensus, Oncogene	Kincat_Hsap.08.02.txt, Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv, PfamKinase
MAP3K8	Kinase, TumorSuppressorGene, Oncogene	Kincat_Hsap.08.02.txt, TumorSuppressorGene.txt, allOnco_Feb2017.tsv, PfamKinase
MAP3K3	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
MAP3K2	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
MAP3K4	Kinase, TumorSuppressorGene	Kincat_Hsap.08.02.txt, TumorSuppressorGene.txt, PfamKinase
OSR1	Kinase, TranscriptionFactor	Kincat_Hsap.08.02.txt, addTF_JL.tsv
STLK3	Kinase	Kincat_Hsap.08.02.txt
GCK	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
KHS2	Kinase	Kincat_Hsap.08.02.txt
KHS1	Kinase	Kincat_Hsap.08.02.txt
HPK1	Kinase	Kincat_Hsap.08.02.txt
HGK	Kinase	Kincat_Hsap.08.02.txt
TNIK	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
NRK	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
MINK	Kinase	Kincat_Hsap.08.02.txt
MST2	Kinase	Kincat_Hsap.08.02.txt
MST1	Kinase, TumorSuppressorGene, Oncogene	Kincat_Hsap.08.02.txt, TumorSuppressorGene.txt, allOnco_Feb2017.tsv
MYO3A	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
MYO3B	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
PAK1	Kinase, Oncogene	Kincat_Hsap.08.02.txt, allOnco_Feb2017.tsv, PfamKinase
PAK2	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
PAK3	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
PAK4	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
PAK6	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
PAK5	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
LOK	Kinase	Kincat_Hsap.08.02.txt
SLK	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
STLK6	Kinase	Kincat_Hsap.08.02.txt
STLK5	Kinase	Kincat_Hsap.08.02.txt
TAO2	Kinase	Kincat_Hsap.08.02.txt
TAO3	Kinase	Kincat_Hsap.08.02.txt
TAO1	Kinase	Kincat_Hsap.08.02.txt
MST3	Kinase	Kincat_Hsap.08.02.txt
YSK1	Kinase	Kincat_Hsap.08.02.txt
MST4	Kinase	Kincat_Hsap.08.02.txt
MAP2K1	Kinase, CosmicCensus, Oncogene	Kincat_Hsap.08.02.txt, Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv, PfamKinase
MAP2K2	Kinase, CosmicCensus	Kincat_Hsap.08.02.txt, Census_allTue Sep 17 18_59_30 2019.tsv, PfamKinase
MAP2K3	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
MAP2K6	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
MAP2K4	Kinase, TumorSuppressorGene, CosmicCensus, Oncogene	Kincat_Hsap.08.02.txt, TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv, PfamKinase
MAP2K5	Kinase, Oncogene	Kincat_Hsap.08.02.txt, allOnco_Feb2017.tsv, PfamKinase
MAP2K7	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
COT	Kinase	Kincat_Hsap.08.02.txt
NIK	Kinase	Kincat_Hsap.08.02.txt
ABL1	Kinase, CosmicCensus, Oncogene	Kincat_Hsap.08.02.txt, Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv, PfamKinase
ABL2	Kinase, CosmicCensus, Oncogene	Kincat_Hsap.08.02.txt, Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv, PfamKinase
ACK	Kinase	Kincat_Hsap.08.02.txt
TNK1	Kinase, TumorSuppressorGene	Kincat_Hsap.08.02.txt, TumorSuppressorGene.txt, PfamKinase
